id,First_Name,Last_Name,Work_Street_Address,City,State,US_Zip_Code,Age,Gender,Race,Ethnicity,Focus_of_Practice,Areas_of_Interest,Practice_Type,Practice_Setting,Practice_Area,Job_Function,Job_Role,Employment_Status,Affiliation,Years_in_Practice,First_Year_in_Practice,Primary_Practice_Location,Primary_Practice_District,NPI,Military_Service,Active_Military_Service,US_Govt_Employee,Active_Govt_Employee,Medical_License_State,Medical_License_Begin_Date,Medical_License_End_Date,Suspended_Account,CME_Eligible,Report_CME_to_ABA,CRNA_Eligible,Toolbox_Role,Level_PGY,Question_Bank_Content_Editing,Institution_Super_User
56,Hayden,Gutierrez,4347 Elm Ln,Bismarck,ND,585012934,30,GNC,"AI,WHI",NOANS,PAIN_MED,CCM,Community Hospital,Hospital - Academic,SUBURBAN,"RESEDUC,ACADEMICS,ANESCTEDUC",HEADOFDIV,NOTPRACTICING,Academic Medical Group,5,2020,ND,3,5648149177,AIRFORCE,No,,No,ND,12/07/2000,12/01/2026,0,1,0,0,,N/A,0,0
57,Keith,Gray,"3038 Pine Pl, Suite 510",Little Rock,AR,722018620,48,MALE,"WHI,UNS,ANI",NHL,"OBS_ANES,CARD_ANES,ANES_RES",PRAC_MGMT,Solo Practice,Multi-Site Practice,RURAL,INDSCONSUL,"HPPINF,RESPGMCOOR,SURGCTROPER",WLTC,Providence Healthcare,16,2009,AR,6,4518705349,AIRFORCE,Yes,,No,AR,12/08/1997,11/30/2030,0,0,0,0,Student,PGY-2,0,0
58,Rowan,Hughes,"7611 Maple Ave, Suite 752",Gulfport,MS,395012226,59,X,"ANI,WHI,AIAN",NHL,NEURO_ANES,"EPD,PRAC_MGMT,OBA,ADD_MED",Community Hospital,Hospital - Community,RURAL,PRACMGMTADM,"MEDSCHDEAN,HIRINGDM",INTCONTRACTLT,Mercy Medical Center,12,2013,MS,3,0623445655,ARMY,Yes,PUBLIC_HEALTH_SYSTEM,No,MS,12/06/2006,11/29/2035,0,0,1,0,Admin,PGY-3,0,0
59,Linda,Phillips,9208 Hospital Dr,Manchester,NH,031013290,39,FEMALE,ANI,HL,"AMB_ANES,ACD_MED","PHY_WELLNESS,QPI,APOOR,OPHTHALMOLOGY",Private Practice,Hospital - Academic,RURAL,"ACADEMICS,OTHER","MEDDIR,FELLOWPGMCOORD,HPPINF",APHHSACS,Community Hospital Network,9,2016,NH,8,0323651994,MARINES,No,VA,No,NH,12/02/2021,12/01/2026,0,0,1,0,,PGY-1,0,0
60,Quinn,Watson,419 Market Ln,Toledo,OH,436046636,43,X,AI,NHL,CARD_ANES,"TRANS_MED,PHY_WELLNESS",Private Practice,Office-Based,URBAN,SOCLEADOFC,"HPPINF,FELLOWPGMCOORD",INDCONTRACT,St. Mary's Medical Center,8,2017,OH,10,8564205930,CSTGRD,No,,No,OH,12/09/1995,11/29/2035,0,1,0,0,Admin,PGY-4,0,0
61,Ryan,Cox,426 Medical Way,Davenport,IA,528014300,31,MALE,"ANI,AI,UNS",NHL,"ANES_RES,RAA","EMI,EPD,PAIN_MED,ADD_MED",Private Practice,Outpatient Surgery Center,URBAN,SOCLEADOFC,JRNLEDITOR,APHHSACS,Massachusetts General,5,2020,IA,7,5250029218,NATGRD,Yes,,Yes,IA,12/08/1999,11/30/2028,0,1,0,0,,PGY-5,0,0
62,Christine,Myers,3999 Center Ln,Los Angeles,CA,900016500,59,FEMALE,"OTHER,NHOPI",NHL,"AMB_ANES,NEURO_ANES","CCM,QPI,AIR_MGMT,PERIOP_MED,OBSTETRICS",Solo Practice,Office-Based,RURAL,"ACADEMICS,MEDSTUEDUC","DIRANESSVS,DEPTVICECHAIR",WLTC,Eastern Healthcare,20,2005,CA,8,4331541006,NAVY,No,VA,Yes,CA,12/05/2010,12/01/2026,0,1,1,1,Faculty,PGY-5,0,0
63,Deborah,Evans,"9178 Hospital Rd, Suite 404",Burlington,VT,054012571,33,FEMALE,BAA,NOANS,PED_ANES,"ONCOLOGY,POCUS,OBA",Solo Practice,Multi-Site Practice,SUBURBAN,"OTHER,QLTYMGMTREPT","RESPGMDIR,HIRINGDM",INTCONTRACTLT,Mountain View Medical,7,2018,VT,2,9872050614,ARMY,Yes,,No,VT,12/02/2023,11/29/2032,0,0,1,0,Staff,PGY-2,0,0
64,Alexander,Cooper,9762 Pine Pl,Lincoln,NE,685089561,34,MALE,"AI,ANI",NOANS,RAA,"PS,OBSTETRICS",Multi-Specialty Group,Government Facility,URBAN,"ENGINEERING,PRACLECS",RESPGMCOOR,INTCONTRACTLT,,5,2020,NE,2,7937416089,CSTGRD,No,,Yes,NE,12/05/2011,11/29/2034,0,1,1,0,Student,N/A,0,0
65,Casey,Jackson,"9732 University Ave, Suite 676",Portland,OR,972015687,43,GNC,"UNS,AIAN,BAA",NHL,"PERI_MED,CARD_ANES",POCUS,Ambulatory Surgery Center,Hospital - Community,URBAN,"NONE,ACADEMICS","HIRINGINF,HIRINGDM",NOTPRACTICING,Providence Healthcare,6,2019,OR,11,5646799702,USUHS,Yes,PUBLIC_HEALTH_SYSTEM,Yes,OR,12/08/1997,11/29/2034,0,1,1,0,Admin,PGY-4,0,0
66,Hayden,Davis,"2704 Maple Rd, Suite 513",Raleigh,NC,276019589,53,X,"ANI,OTHER",NOANS,CARD_ANES,"EMI,AIR_MGMT,PAIN_MED",Academic Medical Center,Outpatient Surgery Center,SUBURBAN,"SOCLEADOFC,SCIRESEARCH","HPPINF,FELLOWPGMCOORD",WLTC,Academic Medical Group,20,2005,NC,9,0233030705,NATGRD,No,PUBLIC_HEALTH_SYSTEM,Yes,NC,12/08/1996,11/29/2035,0,0,0,0,Admin,PGY-3,0,0
67,Ethan,Taylor,2937 College St,Knoxville,TN,379025511,57,MALE,"NHOPI,AI,OTHER",HL,NEURO_ANES,GERIATRICS,Private Practice,Multi-Site Practice,URBAN,"MEDSTUEDUC,INDSCORPCS","RESPGMCOOR,SURGCTROPER",INDCONTRACT,Healthcare Partners,29,1996,TN,9,5743748969,,Yes,,Yes,TN,12/05/2011,11/29/2032,0,1,1,0,Student,N/A,0,0
68,Emerson,Patel,9652 River Dr,Tucson,AZ,857019759,59,GNC,"ANI,WHI",NOANS,"CARD_ANES,PERI_MED","PRAC_MGMT,GERIATRICS,REG_ANES",Community Hospital,Government Facility,URBAN,"SOCLEADOFC,INVENANDINNOV","DIRANESSVS,NONE",INTCONTRACTLT,Cleveland Clinic,18,2007,AZ,11,5842824172,AIRFORCE,No,PUBLIC_HEALTH_SYSTEM,Yes,AZ,12/06/2004,11/29/2033,0,1,1,0,Faculty,PGY-2,1,0
69,Samantha,Alvarez,"1424 Spring Ln, Suite 281",Meridian,ID,836421950,48,FEMALE,AIAN,NOANS,"CARD_ANES,PERI_MED,GER_ANES",EPD,Ambulatory Surgery Center,Office-Based,SUBURBAN,"HOSPMGMTADM,ACADEMICS,SCIRESEARCH","SURGCTROWNER,HEADOFDIV,SURGCTROPER",WLTC,Midwest Anesthesia Partners,19,2006,ID,7,4329271296,NAVY,Yes,,Yes,ID,12/01/2024,11/29/2033,0,0,0,0,Staff,PGY-4,0,0
70,Debra,Morales,3187 Elm Ct,St. Paul,MN,551013149,40,FEMALE,AIAN,HL,"AMB_ANES,NA,NEURO_ANES","OBA,NSA,POCUS,AMB_OBA",Multi-Specialty Group,Hospital - Academic,URBAN,ACADEMICS,"MEDDIR,RESPGMDIR",OTHER,Metro Anesthesia Associates,11,2014,MN,11,9821506489,ARMY,Yes,,No,MN,12/03/2018,12/01/2026,0,0,1,0,Resident,PGY-4,0,0
71,Carolyn,Price,"4939 Elm St, Suite 312",Lincoln,NE,685086416,38,FEMALE,"AIAN,WHI",NHL,ACD_MED,"REG_ANES,EPD,APOOR",Solo Practice,Hospital - Community,SUBURBAN,"ENTREPRENEURSHIP,SOCLEADOFC,ANESCTEDUC",DIRPREANESTSTCLINIC,INDCONTRACT,Massachusetts General,13,2012,NE,5,0119721811,,No,VA,No,NE,12/03/2017,12/01/2026,0,0,1,0,Resident,PGY-4,0,0
72,Rowan,Wood,"1952 Park St, Suite 964",Honolulu,HI,968132699,56,GNC,NHOPI,NHL,"GER_ANES,ACD_MED,PED_ANES","CCM,GERIATRICS,ALI,PEDIATRICS,APOOR",Ambulatory Surgery Center,Hospital - Academic,SUBURBAN,"INDSCONSUL,QLTYMGMTREPT,NONE","RESPGMDIR,RESPGMCOOR,JRNLEDITOR",WLTC,Northwest Medical Center,17,2008,HI,1,7972965902,CSTGRD,Yes,INDIAN_HEALTH_SERVICE,Yes,HI,12/05/2011,11/29/2035,0,0,0,1,Admin,PGY-3,0,0
73,Quinn,Hernandez,7377 University Way,Princeton,NJ,085428324,47,GNC,WHI,NOANS,"GER_ANES,ACD_MED","PCEOLC,GERIATRICS",Multi-Specialty Group,Government Facility,SUBURBAN,"QLTYMGMTREPT,NONE,PRACMGMTADM",DIRANESSVS,NOTPRACTICING,United Healthcare System,17,2008,NJ,9,7016608801,,Yes,,No,NJ,12/04/2014,12/01/2027,1,1,0,0,Faculty,PGY-4,0,0
74,Nicholas,Ward,3172 Washington Ct,Springfield,IL,627016536,53,MALE,"AI,OTHER",NOANS,"ANES_RES,PERI_MED,RAA",ANES_RES,Solo Practice,Hospital - Academic,URBAN,"MEDSTUEDUC,RESEDUC,OTHER","PROFINSTRFAC,SURGCTROPER",WLTC,County General Hospital,18,2007,IL,10,0917798270,,No,,No,IL,12/02/2021,11/29/2032,0,0,0,0,Staff,N/A,0,0
75,Stephanie,Clark,"4860 Valley Ln, Suite 235",Greenville,SC,296013913,53,FEMALE,AIAN,NHL,"ACD_MED,CARD_ANES,CCM","DIA,NSA",Private Practice,Multi-Site Practice,RURAL,ANESCTEDUC,"HIRINGINF,FELLOWPGMDIR,PRACTICEOPER",OTHER,Memorial Hospital,22,2003,SC,7,5158799684,AIRFORCE,No,,Yes,SC,12/05/2008,11/29/2034,0,0,1,0,Staff,N/A,0,0
76,Skylar,Miller,"4217 Cedar Way, Suite 748",Mobile,AL,366029955,42,NB,AI,NHL,"CCM,ACD_MED,GER_ANES","AMB_OBA,OBSTETRICS,EPD,PHY_WELLNESS",Private Practice,Office-Based,SUBURBAN,"INVENANDINNOV,QLTYMGMTREPT,NONE",SURGCTROPER,NOTPRACTICING,Academic Medical Group,11,2014,AL,5,3347212281,NAVY,Yes,,Yes,AL,12/07/2001,11/29/2035,0,1,0,0,Admin,N/A,0,0
77,River,Stewart,244 Washington Ln,Norman,OK,730694994,36,X,OTHER,NOANS,"AMB_ANES,RAA,ANES_RES","LEAD_DEV,PERIOP_MED,WIA,APOOR,PEDIATRICS",Ambulatory Surgery Center,Office-Based,RURAL,SCIRESEARCH,"SURGCTROWNER,MEDDIR,RESPGMCOOR",INDCONTRACT,University Hospital,11,2014,OK,11,6164840858,ARMY,Yes,VA,No,OK,12/02/2023,11/30/2031,0,0,0,0,Admin,PGY-3,0,0
78,Alex,Roberts,"2038 Hospital St, Suite 733",Salt Lake City,UT,841011745,42,NB,AI,NHL,"NA,OBS_ANES,CCM","SIM,REG_ANES",Solo Practice,Hospital - Academic,SUBURBAN,SCIRESEARCH,"DIRPREANESTSTCLINIC,DIRANESSVS,DEPTCHAIR",INTCONTRACTLT,,11,2014,UT,9,5814491476,AIRFORCE,Yes,,No,UT,12/07/2002,12/01/2027,0,1,0,0,Faculty,PGY-2,0,0
79,George,Bennett,"991 Hospital Way, Suite 174",Salem,OR,973012103,38,MALE,"NHOPI,OTHER,WHI",HL,PAIN_MED,"REG_ANES,EPD,APOOR,QPI,LEAD_DEV",Academic Medical Center,Outpatient Surgery Center,SUBURBAN,"INDSCONSUL,SOCLEADOFC","SURGCTROWNER,RESPGMCOOR,MEDDIR",WLTC,Advanced Surgical Associates,8,2017,OR,6,3975523149,NATGRD,Yes,,No,OR,12/03/2016,12/01/2027,0,1,1,0,Faculty,N/A,0,0
80,Stephanie,King,"1352 Maple St, Suite 746",Seattle,WA,981017637,57,FEMALE,"ANI,BAA,AI",HL,"ACD_MED,PED_ANES,CARD_ANES","QPI,TRAUMA,PS,AIR_MGMT,PAIN_MED",Multi-Specialty Group,Government Facility,SUBURBAN,"SOCLEADOFC,FELLOWEDUC,QLTYMGMTREPT","DEPTCHAIR,HEADOFDIV",INTCONTRACTLT,,31,1994,WA,8,3084887256,,Yes,,Yes,WA,12/07/2000,11/29/2035,0,0,1,0,,PGY-1,0,0
81,Phoenix,Cooper,2948 Market Ct,Eugene,OR,974012275,33,NB,"NHOPI,ANI,UNS",NOANS,ANES_RES,"OBA,CCM,PRAC_MGMT",Academic Medical Center,Office-Based,RURAL,"ENTREPRENEURSHIP,QLTYMGMTREPT","NONE,FELLOWPGMDIR,PRACTICEOWNER",INTCONTRACTLT,,7,2018,OR,2,6386557790,CSTGRD,Yes,,Yes,OR,12/05/2008,11/30/2030,0,0,0,0,Student,PGY-5,0,0
82,Emerson,Kim,"405 Valley Rd, Suite 321",Salem,OR,973018723,59,X,"ANI,WHI,BAA",HL,"ANES_RES,AMB_ANES",ACD_MED,Solo Practice,Government Facility,SUBURBAN,"RESEDUC,PRACLECS,FELLOWEDUC","DIRANESSVS,FELLOWPGMCOORD,NONE",WLTC,Community Hospital Network,10,2015,OR,10,2369292984,,Yes,INDIAN_HEALTH_SERVICE,Yes,OR,12/08/1997,11/29/2033,0,1,1,0,Student,N/A,0,0
83,Hayden,Ramos,9539 Washington Ct,Huntington,WV,257014809,55,GNC,"OTHER,BAA,AI",HL,ANES_RES,"NSA,APOOR,REG_ANES,TRANS_MED",Multi-Specialty Group,Hospital - Academic,SUBURBAN,"OTHER,HOSPMGMTADM,PRACLECS","PRACTICEOPER,NONE,FELLOWPGMCOORD",APHHSACS,Trinity Health System,20,2005,WV,4,4986430098,NAVY,No,,No,WV,12/09/1995,12/01/2027,0,0,0,1,Faculty,PGY-1,0,0
84,Finley,Mendoza,"952 Elm Ct, Suite 105",Virginia Beach,VA,234513381,40,X,"AIAN,UNS,ANI",NHL,"NEURO_ANES,RAA,ACD_MED","ALI,DIA",Multi-Specialty Group,Government Facility,URBAN,ANESCTEDUC,"OTHER,SURGCTROPER,HEADOFDIV",INDCONTRACT,,13,2012,VA,12,6114351906,,Yes,VA,No,VA,12/05/2009,11/29/2035,0,0,0,1,,N/A,0,0
85,Daniel,Peterson,9260 University Ln,Lewiston,ME,042404707,46,MALE,"NHOPI,OTHER",HL,"NA,PAIN_MED","CARDIO_SYS,GERIATRICS,PCEOLC,BH",Multi-Specialty Group,Outpatient Surgery Center,SUBURBAN,"ENTREPRENEURSHIP,INDSCORPCS",JRNLEDITOR,OTHER,Mountain View Medical,5,2020,ME,9,7690426818,,Yes,,No,ME,12/06/2005,11/30/2029,0,0,1,0,Resident,PGY-4,0,0
86,Joan,Green,3680 University Rd,St. Paul,MN,551019175,32,FEMALE,"AIAN,UNS,NHOPI",HL,NEURO_ANES,"EPD,EMI,TRANS_MED",Private Practice,Hospital - Academic,URBAN,"HOSPLECS,RESEDUC","JRNLEDITOR,HEADOFDIV",APHHSACS,Eastern Healthcare,7,2018,MN,8,3343333952,,Yes,VA,No,MN,12/07/2001,11/30/2029,0,1,1,0,,PGY-1,0,0
87,Edward,Carter,"1750 Church Ln, Suite 365",Pittsburgh,PA,152229987,52,MALE,AI,NOANS,"PED_ANES,CARD_ANES,AMB_ANES","CARDIO_SYS,APOOR,ANES_RES",Community Hospital,Outpatient Surgery Center,SUBURBAN,FELLOWEDUC,"DIRPREANESTSTCLINIC,NONE,BUDGETOWNER",INDCONTRACT,Cleveland Clinic,5,2020,PA,8,4795527636,CSTGRD,No,,Yes,PA,12/03/2016,11/30/2029,0,1,1,0,Student,PGY-4,0,0
88,Sage,Watson,7470 Church Rd,Stamford,CT,069016638,36,NB,UNS,NHL,"CCM,NEURO_ANES,PED_ANES","QPI,GERIATRICS",Solo Practice,Multi-Site Practice,SUBURBAN,"SOCLEADOFC,OTHER",DEPTVICECHAIR,APHHSACS,County General Hospital,11,2014,CT,8,1593998245,CSTGRD,Yes,,No,CT,12/01/2024,11/29/2032,0,1,1,1,,PGY-4,0,0
89,Parker,Hughes,1411 Cedar Blvd,Charleston,WV,253012045,34,NB,"NHOPI,BAA,OTHER",HL,ANES_RES,"QPI,BH,OBSTETRICS,ADD_MED,EPD",Solo Practice,Office-Based,SUBURBAN,"PRACMGMTADM,SCIRESEARCH","PRACTICEOPER,MEDSCHDEAN",INTCONTRACTLT,United Healthcare System,6,2019,WV,4,8006811492,CSTGRD,No,VA,No,WV,12/09/1995,11/29/2033,0,1,1,0,Resident,PGY-4,0,0
90,James,Gutierrez,2333 Center Rd,Milwaukee,WI,532029059,34,MALE,"UNS,WHI,BAA",NHL,CCM,APOOR,Multi-Specialty Group,Office-Based,SUBURBAN,"INDSCONSUL,RESEDUC,INDSCORPCS","RESPGMCOOR,SURGCTROWNER",INTCONTRACTLT,Academic Medical Group,7,2018,WI,3,4064930853,,No,,Yes,WI,12/07/2000,11/29/2033,0,0,1,0,Staff,N/A,0,0
91,Sean,Williams,1775 Hill Rd,Meridian,ID,836421134,30,MALE,"UNS,AIAN",NOANS,"NEURO_ANES,ANES_RES,CARD_ANES","ANES_RES,LEAD_DEV,OBA",Private Practice,Outpatient Surgery Center,RURAL,"INDSCONSUL,OTHER,PRACMGMTADM",SURGCTROWNER,INTCONTRACTLT,Surgical Specialists LLC,5,2020,ID,1,2073564757,AIRFORCE,No,,Yes,ID,12/03/2017,12/01/2027,0,1,1,0,Student,N/A,0,0
92,Janet,Miller,"3668 Washington Dr, Suite 432",Houston,TX,770023742,50,FEMALE,"OTHER,UNS,WHI",NHL,ACD_MED,"AMB_OBA,PEDIATRICS,PS",Private Practice,Hospital - Community,RURAL,"INDSCONSUL,MEDSTUEDUC","RESPGMCOOR,HPPINF,MEDSCHDEAN",WLTC,Community Hospital Network,14,2011,TX,2,9163009792,,Yes,,No,TX,12/08/1999,11/30/2030,0,0,1,1,,PGY-2,0,0
93,Cameron,Peterson,1228 Medical Blvd,Hilo,HI,967209873,40,NB,"WHI,UNS,NHOPI",NOANS,PAIN_MED,"EPD,PRAC_MGMT,OBA",Private Practice,Government Facility,URBAN,RESEDUC,"DEPTVICECHAIR,DEPTCHAIR,DIRPREANESTSTCLINIC",WLTC,Metro Anesthesia Associates,12,2013,HI,4,0862095935,CSTGRD,Yes,INDIAN_HEALTH_SERVICE,Yes,HI,12/04/2013,11/29/2033,0,1,1,0,Staff,PGY-1,0,0
94,Judith,Hernandez,"1094 Center Pl, Suite 525",Trenton,NJ,086081955,32,FEMALE,"BAA,NHOPI,OTHER",NOANS,OBS_ANES,"PRAC_MGMT,PEDIATRICS,ADD_MED,PCEOLC,APOOR",Academic Medical Center,Multi-Site Practice,SUBURBAN,HOSPLECS,PRACTICEOPER,INTCONTRACTLT,Mayo Clinic,5,2020,NJ,4,4801413811,PHSCC,Yes,,No,NJ,12/08/1998,11/29/2035,0,1,1,0,,N/A,0,0
95,Skylar,Myers,"5998 Union Way, Suite 100",Bowling Green,KY,421011567,47,GNC,"AI,AIAN,UNS",NOANS,"GER_ANES,ANES_RES","NSA,REG_ANES",Community Hospital,Multi-Site Practice,URBAN,"INDSCONSUL,SOCLEADOFC,INDSCORPCS","DEPTVICECHAIR,PRACTICEOWNER",NOTPRACTICING,Academic Medical Group,11,2014,KY,10,0824043350,PHSCC,Yes,,No,KY,12/04/2015,11/29/2035,0,0,1,0,,PGY-1,0,0
96,Rowan,Thomas,"3814 Highland St, Suite 747",Casper,WY,826011886,40,GNC,"ANI,WHI,BAA",NOANS,"RAA,NA","PS,GERIATRICS",Solo Practice,Office-Based,SUBURBAN,QLTYMGMTREPT,"SURGCTROWNER,DEPTCHAIR,PRACTICEOPER",NOTPRACTICING,Trinity Health System,10,2015,WY,10,0589258320,PHSCC,Yes,,No,WY,12/04/2015,11/29/2034,0,0,1,0,,PGY-4,0,0
97,Amy,Martinez,7146 Church Ave,Baton Rouge,LA,708017939,49,FEMALE,"OTHER,ANI,WHI",NOANS,AMB_ANES,CARDIO_SYS,Academic Medical Center,Office-Based,RURAL,"FELLOWEDUC,INVENANDINNOV,ACADEMICS","SURGCTROPER,DIRANESSVS",INTCONTRACTLT,Providence Healthcare,21,2004,LA,4,3559042597,NATGRD,No,,Yes,LA,12/04/2013,11/30/2031,0,0,1,0,Faculty,N/A,0,0
98,Nicholas,Perez,4753 Cedar Rd,Fayetteville,AR,727011136,48,MALE,WHI,NHL,"PERI_MED,ACD_MED,RAA","ALI,SIM",Ambulatory Surgery Center,Multi-Site Practice,URBAN,"QLTYMGMTREPT,OTHER","FELLOWPGMCOORD,BUDGETOWNER,HPPINF",OTHER,,21,2004,AR,3,4510463681,,No,,No,AR,12/02/2022,11/29/2032,1,0,1,0,Staff,PGY-2,0,0
99,Jerry,Gutierrez,"3826 Water Dr, Suite 536",Provo,UT,846016395,51,MALE,ANI,NHL,GER_ANES,"BH,EPD",Academic Medical Center,Government Facility,URBAN,"PRACLECS,INVENANDINNOV","SURGCTROWNER,RESPGMCOOR",INTCONTRACTLT,,9,2016,UT,6,2329832482,,Yes,,Yes,UT,12/05/2010,11/29/2034,0,1,0,0,Admin,N/A,0,0
100,Andrea,Cox,6226 Elm Ct,Albuquerque,NM,871013683,54,FEMALE,UNS,NHL,"RAA,ACD_MED","ANES_RES,EPD,OPHTHALMOLOGY,ALI,OBSTETRICS",Multi-Specialty Group,Office-Based,URBAN,"ENTREPRENEURSHIP,PRACMGMTADM,SCIRESEARCH",HEADOFDIV,INDCONTRACT,United Healthcare System,20,2005,NM,8,0604633312,,Yes,,No,NM,12/03/2018,11/30/2029,0,1,1,0,Staff,PGY-3,0,0
101,Casey,Reyes,7500 Maple Pl,Memphis,TN,381037440,49,X,ANI,NOANS,PERI_MED,"REG_ANES,ONCOLOGY,ALI,ANES_RES",Solo Practice,Government Facility,RURAL,"RESEDUC,HOSPLECS,OTHER","JRNLEDITOR,DEPTCHAIR,FELLOWPGMCOORD",APHHSACS,,6,2019,TN,12,7027937145,NAVY,Yes,VA,Yes,TN,12/05/2011,11/30/2031,0,1,1,0,,PGY-3,0,0
102,Nicholas,Johnson,"8253 Spring Pl, Suite 722",Princeton,NJ,085424897,34,MALE,AI,NHL,PED_ANES,"OBSTETRICS,AMB_OBA,SIM",Multi-Specialty Group,Government Facility,URBAN,"ENGINEERING,ANESCTEDUC",MEDDIR,INTCONTRACTLT,Providence Healthcare,6,2019,NJ,1,7767199038,CSTGRD,No,VA,Yes,NJ,12/03/2018,11/29/2035,0,0,0,1,,PGY-4,0,0
103,Justin,Stewart,2099 River Rd,Jacksonville,FL,322029595,56,MALE,"AI,NHOPI",NOANS,"NEURO_ANES,OBS_ANES,PED_ANES","EMI,PAIN_MED,CCM,DIA",Community Hospital,Outpatient Surgery Center,URBAN,ACADEMICS,BUDGETOWNER,NOTPRACTICING,Valley Healthcare,22,2003,FL,10,9019817946,USUHS,Yes,PUBLIC_HEALTH_SYSTEM,No,FL,12/03/2018,11/30/2029,0,0,0,0,Staff,PGY-3,0,0
104,Mark,Mendoza,"5692 Market St, Suite 298",Ann Arbor,MI,481046536,46,MALE,"OTHER,NHOPI,UNS",NOANS,CARD_ANES,"GERIATRICS,ADD_MED,PERIOP_MED,AMB_OBA,TRANS_MED",Private Practice,Multi-Site Practice,SUBURBAN,MEDSTUEDUC,"RESPGMCOOR,PRACTICEOPER",NOTPRACTICING,Trinity Health System,15,2010,MI,12,7027278576,CSTGRD,Yes,,Yes,MI,12/09/1995,11/29/2033,0,1,0,0,Resident,PGY-4,0,0
105,Jacqueline,Hill,"1938 Center St, Suite 194",Meridian,ID,836429290,56,FEMALE,"UNS,OTHER",NOANS,"AMB_ANES,ACD_MED,CCM",ONCOLOGY,Solo Practice,Hospital - Community,RURAL,"PRACMGMTADM,ANESCTEDUC",OTHER,APHHSACS,Surgical Specialists LLC,14,2011,ID,1,8235784521,,Yes,,No,ID,12/01/2024,11/29/2033,0,0,1,0,,PGY-4,0,0
106,John,Richardson,"8522 Washington Dr, Suite 662",Tulsa,OK,741035440,35,MALE,"AIAN,WHI",HL,"NA,ANES_RES","AIR_MGMT,ADD_MED,SIM,GERIATRICS,ACD_MED",Private Practice,Office-Based,URBAN,"SCIRESEARCH,ENGINEERING,PRACMGMTADM","DIRPREANESTSTCLINIC,DEPTVICECHAIR,SURGCTROPER",OTHER,Mercy Medical Center,7,2018,OK,2,9321495870,USUHS,No,PUBLIC_HEALTH_SYSTEM,No,OK,12/02/2020,11/30/2030,0,1,0,0,Staff,PGY-3,0,0
107,Reese,Morales,1170 Spring Ave,Fairbanks,AK,997013798,51,NB,BAA,NHL,"ANES_RES,NEURO_ANES,NA",GERIATRICS,Multi-Specialty Group,Office-Based,SUBURBAN,SOCLEADOFC,"MEDDIR,PRACTICEOWNER",NOTPRACTICING,Regional Healthcare System,15,2010,AK,7,9928161581,,Yes,,Yes,AK,12/04/2015,11/30/2031,0,1,0,0,,PGY-3,0,0
108,Taylor,Kim,9871 Market Ln,Hartford,CT,061032483,35,GNC,"NHOPI,BAA,OTHER",NHL,"AMB_ANES,PAIN_MED",TRAUMA,Academic Medical Center,Hospital - Community,URBAN,"FELLOWEDUC,INVENANDINNOV",HPPINF,INDCONTRACT,,7,2018,CT,5,9022784699,,Yes,INDIAN_HEALTH_SERVICE,No,CT,12/03/2018,11/30/2028,0,0,0,0,,N/A,0,0
109,Avery,James,"7880 Park Dr, Suite 963",Meridian,ID,836427835,42,X,"AI,BAA",HL,"NA,OBS_ANES,NEURO_ANES","ADD_MED,CCM,PAIN_MED,APOOR",Solo Practice,Office-Based,SUBURBAN,"ACADEMICS,QLTYMGMTREPT,INDSCONSUL","OTHER,HIRINGDM,MEDDIR",APHHSACS,Mercy Medical Center,11,2014,ID,10,2201027621,,Yes,,Yes,ID,12/02/2020,11/30/2030,0,1,0,0,Staff,PGY-4,0,0
110,Joan,Watson,"1379 Valley Pl, Suite 419",Morgantown,WV,265051864,49,FEMALE,"NHOPI,OTHER,WHI",NHL,"ACD_MED,PED_ANES","QPI,PHY_WELLNESS,DIA,BH",Community Hospital,Hospital - Community,RURAL,"QLTYMGMTREPT,ENGINEERING",OTHER,APHHSACS,City Medical Center,7,2018,WV,10,8077879565,ARMY,No,,Yes,WV,12/08/1996,11/30/2031,0,0,0,0,Faculty,N/A,0,0
111,Riley,Ortiz,"5717 Maple Blvd, Suite 941",Tucson,AZ,857019125,38,GNC,"BAA,WHI",HL,"PERI_MED,NA,NEURO_ANES","AMB_OBA,ALI,APOOR",Academic Medical Center,Office-Based,SUBURBAN,INVENANDINNOV,"JRNLEDITOR,RESPGMDIR",WLTC,Premier Healthcare,8,2017,AZ,5,6372395041,NAVY,Yes,INDIAN_HEALTH_SERVICE,No,AZ,12/07/2000,11/29/2032,0,1,1,0,Resident,PGY-3,0,0
112,Deborah,Gutierrez,3047 Church Pl,Detroit,MI,482262113,54,FEMALE,ANI,HL,"AMB_ANES,RAA,PAIN_MED","ANES_RES,PAIN_MED",Multi-Specialty Group,Hospital - Academic,RURAL,HOSPLECS,"HIRINGINF,MEDSCHDEAN",NOTPRACTICING,Mercy Medical Center,26,1999,MI,11,1817534430,,No,PUBLIC_HEALTH_SYSTEM,No,MI,12/01/2024,11/29/2032,1,1,0,1,Student,PGY-4,0,1
